"index","description","branch_id","location","request_id","rating"
"2530","Meal","51","LATAM","8984","4"
"2531","Meal","11","EMEA","8986","4"
"2532","Meal","7","EMEA","8987","4"
"2533","Laundry","42","LATAM","8988","4"
"2534","Meal","34","EMEA","8989","5"
"2535","Laundry","44","EMEA","8992","4"
"2536","Laundry","81","EMEA","8993","4"
"2537","Meal","30","EMEA","8999","5"
"2538","Laundry","93","LATAM","9005","4"
"2539","Laundry","79","EMEA","9007","5"
"2540","Laundry","69","LATAM","9012","5"
"2541","Meal","16","LATAM","9018","4"
"2542","Meal","21","EMEA","9020","3"
"2543","Meal","11","EMEA","9025","4"
"2544","Laundry","21","EMEA","9028","4"
"2545","Laundry","66","EMEA","9029","5"
"2546","Laundry","50","EMEA","9030","4"
"2547","Laundry","64","LATAM","9031","4"
"2548","Meal","44","EMEA","9034","4"
"2549","Laundry","42","LATAM","9035","4"
"2550","Laundry","34","EMEA","9036","5"
"2551","Laundry","30","EMEA","9037","5"
"2552","Meal","1","LATAM","9043","4"
"2553","Laundry","72","LATAM","9044","5"
"2554","Laundry","79","EMEA","9052","5"
"2555","Laundry","50","EMEA","9054","4"
"2556","Laundry","37","LATAM","9057","5"
"2557","Meal","60","LATAM","9058","4"
"2558","Laundry","50","EMEA","9063","4"
"2559","Laundry","66","EMEA","9070","5"
"2560","Meal","16","LATAM","9072","4"
"2561","Laundry","45","EMEA","9090","4"
"2562","Laundry","82","EMEA","9093","5"
"2563","Meal","42","LATAM","9104","5"
"2564","Laundry","11","EMEA","9106","3"
"2565","Laundry","16","LATAM","9110","3"
"2566","Laundry","83","EMEA","9112","4"
"2567","Meal","57","LATAM","9113","4"
"2568","Meal","60","LATAM","9115","3"
"2569","Laundry","81","EMEA","9116","3"
"2570","Laundry","14","EMEA","9117","4"
"2571","Laundry","30","EMEA","9119","4"
"2572","Meal","51","LATAM","9121","5"
"2573","Laundry","64","LATAM","9122","3"
"2574","Laundry","93","LATAM","9126","4"
"2575","Laundry","70","LATAM","9129","4"
"2576","Laundry","60","LATAM","9136","4"
"2577","Meal","10","EMEA","9137","4"
"2578","Meal","21","EMEA","9138","4"
"2579","Meal","13","EMEA","9139","5"
"2580","Meal","41","LATAM","9143","4"
"2581","Meal","64","LATAM","9144","4"
"2582","Laundry","79","EMEA","9145","5"
"2583","Laundry","45","EMEA","9147","4"
"2584","Meal","81","EMEA","9148","3"
"2585","Meal","13","EMEA","9150","5"
"2586","Meal","37","LATAM","9151","4"
"2587","Laundry","13","EMEA","9155","5"
"2588","Meal","23","EMEA","9158","4"
"2589","Laundry","93","LATAM","9163","4"
"2590","Laundry","87","LATAM","9168","3"
"2591","Meal","14","EMEA","9170","4"
"2592","Meal","1","LATAM","9172","4"
"2593","Meal","42","LATAM","9173","4"
"2594","Meal","10","EMEA","9175","5"
"2595","Meal","51","LATAM","9176","5"
"2596","Laundry","26","LATAM","9185","5"
"2597","Meal","14","EMEA","9187","3"
"2598","Meal","14","EMEA","9188","4"
"2599","Meal","50","EMEA","9194","3"
"2600","Laundry","70","LATAM","9195","5"
"2601","Laundry","11","EMEA","9199","4"
"2602","Meal","1","LATAM","9207","3"
"2603","Meal","10","EMEA","9208","5"
"2604","Meal","10","EMEA","9220","4"
"2605","Laundry","79","EMEA","9221","5"
"2606","Laundry","66","EMEA","9225","5"
"2607","Laundry","64","LATAM","9232","4"
"2608","Meal","14","EMEA","9236","4"
"2609","Laundry","51","LATAM","9237","5"
"2610","Meal","11","EMEA","9243","4"
"2611","Meal","26","LATAM","9247","5"
"2612","Meal","1","LATAM","9250","4"
"2613","Laundry","62","EMEA","9252","5"
"2614","Laundry","57","LATAM","9255","4"
"2615","Laundry","29","EMEA","9264","5"
"2616","Meal","7","EMEA","9265","4"
"2617","Meal","13","EMEA","9270","5"
"2618","Meal","16","LATAM","9271","3"
"2619","Meal","10","EMEA","9272","5"
"2620","Meal","14","EMEA","9278","4"
"2621","Laundry","86","EMEA","9280","4"
"2622","Meal","1","LATAM","9281","4"
"2623","Meal","23","EMEA","9282","5"
"2624","Meal","11","EMEA","9283","4"
"2625","Meal","10","EMEA","9284","4"
"2626","Laundry","64","LATAM","9285","3"
"2627","Laundry","81","EMEA","9291","3"
"2628","Laundry","23","EMEA","9292","5"
"2629","Meal","68","EMEA","9298","5"
"2630","Meal","50","EMEA","9300","3"
"2631","Laundry","94","EMEA","9304","4"
"2632","Meal","57","LATAM","9307","4"
"2633","Meal","10","EMEA","9310","5"
"2634","Meal","30","EMEA","9313","4"
"2635","Laundry","40","EMEA","9320","5"
"2636","Laundry","81","EMEA","9324","3"
"2637","Meal","16","LATAM","9327","4"
"2638","Meal","44","EMEA","9328","4"
"2639","Meal","42","LATAM","9333","4"
"2640","Meal","50","EMEA","9334","3"
"2641","Laundry","41","LATAM","9338","4"
"2642","Meal","1","LATAM","9342","4"
"2643","Meal","79","EMEA","9344","5"
"2644","Laundry","51","LATAM","9349","5"
"2645","Laundry","81","EMEA","9357","4"
"2646","Laundry","86","EMEA","9358","4"
"2647","Laundry","68","EMEA","9363","5"
"2648","Laundry","42","LATAM","9372","5"
"2649","Laundry","44","EMEA","9374","5"
"2650","Meal","11","EMEA","9376","4"
"2651","Meal","10","EMEA","9380","5"
"2652","Laundry","11","EMEA","9381","3"
"2653","Meal","42","LATAM","9392","4"
"2654","Laundry","90","EMEA","9396","5"
"2655","Laundry","30","EMEA","9398","5"
"2656","Meal","79","EMEA","9402","5"
"2657","Laundry","75","LATAM","9405","4"
"2658","Laundry","29","EMEA","9406","5"
"2659","Meal","23","EMEA","9407","5"
"2660","Laundry","27","EMEA","9408","4"
"2661","Laundry","34","EMEA","9410","5"
"2662","Meal","29","EMEA","9413","5"
"2663","Meal","50","EMEA","9417","3"
"2664","Meal","23","EMEA","9421","5"
"2665","Laundry","23","EMEA","9422","5"
"2666","Laundry","79","EMEA","9423","5"
"2667","Laundry","75","LATAM","9427","4"
"2668","Meal","13","EMEA","9431","5"
"2669","Laundry","16","LATAM","9433","4"
"2670","Laundry","13","EMEA","9434","4"
"2671","Meal","10","EMEA","9436","5"
"2672","Laundry","72","LATAM","9437","5"
"2673","Laundry","47","EMEA","9438","4"
"2674","Laundry","62","EMEA","9439","5"
"2675","Laundry","34","EMEA","9444","5"
"2676","Meal","10","EMEA","9449","5"
"2677","Meal","57","LATAM","9452","4"
"2678","Laundry","72","LATAM","9453","5"
"2679","Meal","50","EMEA","9454","4"
"2680","Meal","30","EMEA","9456","4"
"2681","Meal","16","LATAM","9457","4"
"2682","Laundry","50","EMEA","9460","4"
"2683","Meal","7","EMEA","9466","3"
"2684","Meal","37","LATAM","9468","5"
"2685","Laundry","44","EMEA","9471","5"
"2686","Meal","27","EMEA","9476","4"
"2687","Meal","1","LATAM","9478","3"
"2688","Meal","23","EMEA","9480","5"
"2689","Meal","27","EMEA","9482","3"
"2690","Meal","51","LATAM","9483","5"
"2691","Meal","70","LATAM","9491","4"
"2692","Meal","45","EMEA","9493","4"
"2693","Meal","11","EMEA","9494","4"
"2694","Meal","14","EMEA","9495","4"
"2695","Meal","16","LATAM","9507","4"
"2696","Laundry","34","EMEA","9512","4"
"2697","Laundry","34","EMEA","9514","5"
"2698","Laundry","16","LATAM","9515","4"
"2699","Meal","7","EMEA","9516","4"
"2700","Laundry","83","EMEA","9519","4"
"2701","Meal","13","EMEA","9521","5"
"2702","Meal","45","EMEA","9523","4"
"2703","Meal","26","LATAM","9529","5"
"2704","Meal","30","EMEA","9533","4"
"2705","Meal","34","EMEA","9538","5"
"2706","Meal","11","EMEA","9543","3"
"2707","Meal","7","EMEA","9552","4"
"2708","Laundry","21","EMEA","9554","3"
"2709","Meal","1","LATAM","9555","3"
"2710","Meal","23","EMEA","9557","5"
"2711","Meal","7","EMEA","9564","4"
"2712","Laundry","42","LATAM","9566","5"
"2713","Meal","40","EMEA","9569","5"
"2714","Meal","10","EMEA","9571","4"
"2715","Meal","14","EMEA","9572","4"
"2716","Meal","13","EMEA","9573","5"
"2717","Meal","86","EMEA","9576","4"
"2718","Laundry","66","EMEA","9577","4"
"2719","Laundry","69","LATAM","9579","5"
"2720","Laundry","90","EMEA","9582","5"
"2721","Meal","26","LATAM","9584","5"
"2722","Laundry","29","EMEA","9587","5"
"2723","Meal","7","EMEA","9588","3"
"2724","Laundry","57","LATAM","9592","4"
"2725","Laundry","27","EMEA","9600","4"
"2726","Meal","14","EMEA","9606","3"
"2727","Meal","37","LATAM","9608","5"
"2728","Meal","23","EMEA","9609","5"
"2729","Meal","47","EMEA","9616","3"
"2730","Meal","62","EMEA","9618","5"
"2731","Meal","69","LATAM","9621","5"
"2732","Laundry","86","EMEA","9622","4"
"2733","Laundry","45","EMEA","9637","4"
"2734","Meal","27","EMEA","9640","4"
"2735","Meal","82","EMEA","9642","5"
"2736","Meal","16","LATAM","9643","4"
"2737","Meal","13","EMEA","9650","4"
"2738","Laundry","70","LATAM","9659","5"
"2739","Meal","29","EMEA","9668","5"
"2740","Meal","1","LATAM","9670","3"
"2741","Laundry","63","EMEA","9672","3"
"2742","Laundry","26","LATAM","9673","5"
"2743","Laundry","51","LATAM","9679","5"
"2744","Laundry","41","LATAM","9684","3"
"2745","Laundry","51","LATAM","9688","5"
"2746","Meal","14","EMEA","9692","3"
"2747","Meal","7","EMEA","9706","4"
"2748","Meal","90","EMEA","9709","4"
"2749","Meal","27","EMEA","9711","3"
"2750","Laundry","82","EMEA","9720","5"
"2751","Laundry","63","EMEA","9727","4"
"2752","Laundry","92","EMEA","9728","3"
"2753","Laundry","34","EMEA","9730","4"
"2754","Laundry","70","LATAM","9735","4"
"2755","Meal","7","EMEA","9736","4"
"2756","Laundry","98","EMEA","9740","5"
"2757","Meal","44","EMEA","9745","5"
"2758","Meal","21","EMEA","9751","4"
"2759","Meal","13","EMEA","9753","4"
"2760","Laundry","68","EMEA","9754","5"
"2761","Meal","47","EMEA","9757","4"
"2762","Meal","47","EMEA","9759","4"
"2763","Meal","16","LATAM","9760","4"
"2764","Meal","44","EMEA","9761","4"
"2765","Meal","30","EMEA","9762","5"
"2766","Meal","14","EMEA","9763","3"
"2767","Laundry","66","EMEA","9764","5"
"2768","Meal","42","LATAM","9765","4"
"2769","Meal","57","LATAM","9769","4"
"2770","Laundry","74","EMEA","9771","4"
"2771","Laundry","70","LATAM","9774","5"
"2772","Laundry","83","EMEA","9778","4"
"2773","Meal","1","LATAM","9781","3"
"2774","Laundry","27","EMEA","9782","3"
"2775","Laundry","50","EMEA","9784","4"
"2776","Laundry","86","EMEA","9787","3"
"2777","Meal","34","EMEA","9788","5"
"2778","Meal","47","EMEA","9790","4"
"2779","Meal","42","LATAM","9793","5"
"2780","Meal","23","EMEA","9795","5"
"2781","Laundry","90","EMEA","9796","5"
"2782","Laundry","72","LATAM","9797","4"
"2783","Meal","34","EMEA","9804","5"
"2784","Laundry","44","EMEA","9805","4"
"2785","Meal","60","LATAM","9808","4"
"2786","Meal","50","EMEA","9809","3"
"2787","Meal","74","EMEA","9810","5"
"2788","Meal","27","EMEA","9811","4"
"2789","Meal","30","EMEA","9816","4"
"2790","Meal","1","LATAM","9818","4"
"2791","Meal","40","EMEA","9825","5"
"2792","Laundry","42","LATAM","9826","4"
"2793","Meal","11","EMEA","9827","4"
"2794","Meal","66","EMEA","9836","5"
"2795","Meal","21","EMEA","9842","4"
"2796","Meal","34","EMEA","9843","5"
"2797","Meal","41","LATAM","9848","4"
"2798","Meal","29","EMEA","9850","5"
"2799","Meal","40","EMEA","9856","5"
"2800","Laundry","16","LATAM","9857","4"
"2801","Meal","21","EMEA","9858","4"
"2802","Laundry","86","EMEA","9859","4"
"2803","Meal","66","EMEA","9863","5"
"2804","Laundry","75","LATAM","9864","4"
"2805","Meal","16","LATAM","9868","3"
"2806","Laundry","16","LATAM","9886","4"
"2807","Laundry","60","LATAM","9898","4"
"2808","Meal","27","EMEA","9901","3"
"2809","Meal","44","EMEA","9903","4"
"2810","Laundry","23","EMEA","9909","5"
"2811","Laundry","26","LATAM","9911","4"
"2812","Meal","34","EMEA","9917","4"
"2813","Meal","23","EMEA","9924","5"
"2814","Meal","11","EMEA","9928","4"
"2815","Laundry","23","EMEA","9930","5"
"2816","Meal","26","LATAM","9931","5"
"2817","Meal","27","EMEA","9932","4"
"2818","Meal","23","EMEA","9940","5"
"2819","Meal","60","LATAM","9942","3"
"2820","Laundry","30","EMEA","9946","4"
"2821","Meal","57","LATAM","9948","4"
"2822","Laundry","21","EMEA","9949","4"
"2823","Laundry","63","EMEA","9950","4"
"2824","Laundry","11","EMEA","9952","4"
"2825","Laundry","62","EMEA","9953","4"
"2826","Meal","10","EMEA","9959","4"
"2827","Laundry","26","LATAM","9960","5"
"2828","Meal","14","EMEA","9961","4"
"2829","Laundry","21","EMEA","9962","3"
"2830","Meal","26","LATAM","9963","5"
"2831","Meal","69","LATAM","9968","5"
"2832","Meal","14","EMEA","9969","4"
"2833","Meal","44","EMEA","9971","5"
"2834","Meal","45","EMEA","9973","4"
"2835","Meal","47","EMEA","9974","4"
"2836","Meal","1","LATAM","9981","3"
"2837","Meal","13","EMEA","9986","4"
"2838","Meal","57","LATAM","9990","4"
"2839","Meal","57","LATAM","9992","3"
"2840","Laundry","21","EMEA","9994","3"
"2841","Meal","26","LATAM","9997","5"
"2842","Laundry","63","EMEA","10000","3"
"2843","Meal","44","EMEA","10003","5"
"2844","Laundry","34","EMEA","10012","5"
"2845","Laundry","69","LATAM","10015","5"
"2846","Meal","23","EMEA","10016","4"
"2847","Laundry","79","EMEA","10017","5"
"2848","Laundry","45","EMEA","10029","4"
"2849","Meal","69","LATAM","10030","4"
"2850","Meal","40","EMEA","10031","5"
"2851","Laundry","70","LATAM","10033","4"
"2852","Laundry","47","EMEA","10037","4"
"2853","Laundry","50","EMEA","10040","3"
"2854","Meal","1","LATAM","10042","4"
"2855","Laundry","75","LATAM","10049","3"
"2856","Meal","21","EMEA","10050","4"
"2857","Meal","37","LATAM","10053","5"
"2858","Meal","16","LATAM","10054","4"
"2859","Laundry","51","LATAM","10055","5"
"2860","Laundry","16","LATAM","10057","4"
"2861","Laundry","70","LATAM","10058","5"
"2862","Meal","21","EMEA","10059","3"
"2863","Meal","30","EMEA","10062","5"
"2864","Laundry","26","LATAM","10067","5"
"2865","Meal","34","EMEA","10070","5"
"2866","Laundry","21","EMEA","10075","4"
"2867","Meal","11","EMEA","10076","4"
"2868","Laundry","50","EMEA","10077","3"
"2869","Meal","66","EMEA","10080","4"
"2870","Laundry","60","LATAM","10081","4"
"2871","Meal","27","EMEA","10086","4"
"2872","Meal","41","LATAM","10088","4"
"2873","Laundry","62","EMEA","10091","4"
"2874","Meal","7","EMEA","10094","4"
"2875","Meal","13","EMEA","10096","5"
"2876","Laundry","69","LATAM","10097","4"
"2877","Meal","1","LATAM","10108","4"
"2878","Laundry","16","LATAM","10109","4"
"2879","Meal","16","LATAM","10115","3"
"2880","Meal","11","EMEA","10120","4"
"2881","Meal","27","EMEA","10135","4"
"2882","Laundry","60","LATAM","10138","4"
"2883","Meal","10","EMEA","10141","5"
"2884","Laundry","66","EMEA","10145","5"
"2885","Meal","7","EMEA","10148","4"
"2886","Laundry","30","EMEA","10150","4"
"2887","Meal","50","EMEA","10164","3"
"2888","Laundry","30","EMEA","10165","5"
"2889","Meal","13","EMEA","10166","5"
"2890","Laundry","21","EMEA","10170","4"
"2891","Meal","23","EMEA","10174","4"
"2892","Meal","13","EMEA","10176","5"
"2893","Meal","11","EMEA","10179","4"
"2894","Meal","40","EMEA","10181","5"
"2895","Meal","1","LATAM","10185","3"
"2896","Laundry","70","LATAM","10187","5"
"2897","Laundry","60","LATAM","10189","4"
"2898","Laundry","14","EMEA","10190","3"
"2899","Laundry","60","LATAM","10192","3"
"2900","Laundry","26","LATAM","10194","4"
"2901","Meal","16","LATAM","10200","4"
"2902","Meal","7","EMEA","10202","4"
"2903","Meal","1","LATAM","10206","3"
"2904","Laundry","41","LATAM","10208","4"
"2905","Laundry","60","LATAM","10214","4"
"2906","Laundry","57","LATAM","10217","4"
"2907","Meal","10","EMEA","10218","4"
"2908","Meal","1","LATAM","10219","4"
"2909","Meal","75","LATAM","10220","3"
"2910","Meal","44","EMEA","10222","5"
"2911","Laundry","37","LATAM","10223","5"
"2912","Laundry","64","LATAM","10226","3"
"2913","Laundry","79","EMEA","10231","4"
"2914","Laundry","26","LATAM","10232","4"
"2915","Meal","16","LATAM","10236","4"
"2916","Laundry","26","LATAM","10238","4"
"2917","Laundry","23","EMEA","10245","5"
"2918","Meal","92","EMEA","10246","4"
"2919","Meal","23","EMEA","10249","5"
"2920","Meal","79","EMEA","10250","4"
"2921","Meal","47","EMEA","10254","4"
"2922","Meal","30","EMEA","10255","4"
"2923","Meal","13","EMEA","10262","5"
"2924","Laundry","68","EMEA","10264","5"
"2925","Laundry","34","EMEA","10267","5"
"2926","Meal","30","EMEA","10268","5"
"2927","Meal","40","EMEA","10273","4"
"2928","Laundry","82","EMEA","10274","5"
"2929","Laundry","64","LATAM","10278","4"
"2930","Meal","27","EMEA","10279","4"
"2931","Laundry","42","LATAM","10291","4"
"2932","Laundry","42","LATAM","10292","5"
"2933","Meal","75","LATAM","10293","3"
"2934","Laundry","27","EMEA","10295","4"
"2935","Laundry","26","LATAM","10296","4"
"2936","Meal","40","EMEA","10299","5"
"2937","Meal","29","EMEA","10304","5"
"2938","Meal","1","LATAM","10309","3"
"2939","Meal","11","EMEA","10311","4"
"2940","Meal","70","LATAM","10320","5"
"2941","Meal","45","EMEA","10327","4"
"2942","Meal","16","LATAM","10331","3"
"2943","Meal","11","EMEA","10333","4"
"2944","Meal","26","LATAM","10335","4"
"2945","Laundry","75","LATAM","10336","4"
"2946","Laundry","34","EMEA","10354","4"
"2947","Meal","60","LATAM","10356","4"
"2948","Meal","14","EMEA","10357","4"
"2949","Meal","42","LATAM","10359","4"
"2950","Meal","51","LATAM","10361","5"
"2951","Meal","51","LATAM","10362","5"
"2952","Laundry","79","EMEA","10363","4"
"2953","Laundry","62","EMEA","10366","5"
"2954","Meal","47","EMEA","10368","4"
"2955","Laundry","47","EMEA","10369","4"
"2956","Meal","51","LATAM","10371","5"
"2957","Meal","1","LATAM","10374","4"
"2958","Laundry","30","EMEA","10376","5"
"2959","Laundry","79","EMEA","10389","5"
"2960","Meal","23","EMEA","10390","5"
"2961","Laundry","27","EMEA","10396","3"
"2962","Laundry","21","EMEA","10402","3"
"2963","Laundry","23","EMEA","10413","4"
"2964","Laundry","63","EMEA","10423","3"
"2965","Meal","10","EMEA","10425","5"
"2966","Laundry","30","EMEA","10426","5"
"2967","Meal","13","EMEA","10427","4"
"2968","Laundry","72","LATAM","10428","5"
"2969","Laundry","66","EMEA","10429","4"
"2970","Meal","69","LATAM","10435","4"
"2971","Meal","7","EMEA","10436","4"
"2972","Laundry","83","EMEA","10438","4"
"2973","Laundry","21","EMEA","10447","4"
"2974","Meal","1","LATAM","10457","3"
"2975","Laundry","81","EMEA","10462","4"
"2976","Meal","50","EMEA","10464","4"
"2977","Meal","42","LATAM","10468","5"
"2978","Meal","30","EMEA","10469","5"
"2979","Meal","7","EMEA","10473","4"
"2980","Meal","11","EMEA","10481","4"
"2981","Meal","23","EMEA","10487","4"
"2982","Laundry","23","EMEA","10489","5"
"2983","Meal","1","LATAM","10491","4"
"2984","Laundry","41","LATAM","10494","3"
"2985","Laundry","23","EMEA","10495","4"
"2986","Meal","34","EMEA","10499","4"
"2987","Laundry","44","EMEA","10505","4"
"2988","Meal","64","LATAM","10506","4"
"2989","Laundry","7","EMEA","10508","4"
"2990","Meal","57","LATAM","10528","3"
"2991","Meal","1","LATAM","10535","4"
"2992","Laundry","87","LATAM","10540","4"
"2993","Meal","23","EMEA","10545","5"
"2994","Meal","92","EMEA","10547","3"
"2995","Meal","57","LATAM","10548","3"
"2996","Laundry","87","LATAM","10551","4"
"2997","Laundry","16","LATAM","10553","3"
"2998","Meal","29","EMEA","10557","5"
"2999","Meal","11","EMEA","10562","4"
"3000","Meal","47","EMEA","10567","4"
"3001","Laundry","1","LATAM","10573","4"
"3002","Meal","27","EMEA","10576","4"
"3003","Meal","29","EMEA","10577","5"
"3004","Laundry","50","EMEA","10579","4"
"3005","Meal","30","EMEA","10585","5"
"3006","Meal","37","LATAM","10587","4"
"3007","Laundry","37","LATAM","10591","4"
"3008","Meal","1","LATAM","10594","4"
"3009","Meal","70","LATAM","10596","4"
"3010","Laundry","70","LATAM","10597","5"
"3011","Laundry","40","EMEA","10599","5"
"3012","Meal","7","EMEA","10600","3"
"3013","Meal","47","EMEA","10601","4"
"3014","Laundry","62","EMEA","10602","5"
"3015","Meal","47","EMEA","10603","4"
"3016","Meal","1","LATAM","10604","4"
"3017","Laundry","7","EMEA","10607","3"
"3018","Laundry","82","EMEA","10608","4"
"3019","Meal","72","LATAM","10611","5"
"3020","Laundry","16","LATAM","10612","4"
"3021","Laundry","41","LATAM","10619","3"
"3022","Laundry","13","EMEA","10622","4"
"3023","Meal","14","EMEA","10624","3"
"3024","Meal","26","LATAM","10628","5"
"3025","Meal","40","EMEA","10632","5"
"3026","Laundry","23","EMEA","10633","4"
"3027","Laundry","94","EMEA","10644","4"
"3028","Laundry","57","LATAM","10653","4"
"3029","Meal","21","EMEA","10654","4"
"3030","Laundry","72","LATAM","10655","5"
"3031","Laundry","69","LATAM","10657","5"
"3032","Laundry","57","LATAM","10660","4"
"3033","Laundry","68","EMEA","10664","5"
"3034","Meal","44","EMEA","10665","5"
"3035","Laundry","82","EMEA","10666","5"
"3036","Laundry","69","LATAM","10669","5"
"3037","Meal","37","LATAM","10670","5"
"3038","Meal","75","LATAM","10673","4"
"3039","Meal","64","LATAM","10681","4"
"3040","Meal","23","EMEA","10683","4"
"3041","Meal","21","EMEA","10684","4"
"3042","Laundry","66","EMEA","10686","5"
"3043","Laundry","69","LATAM","10697","5"
"3044","Meal","63","EMEA","10698","4"
"3045","Meal","11","EMEA","10700","4"
"3046","Meal","40","EMEA","10703","5"
"3047","Laundry","57","LATAM","10704","4"
"3048","Meal","50","EMEA","10707","3"
"3049","Meal","16","LATAM","10709","4"
"3050","Meal","27","EMEA","10712","4"
"3051","Meal","13","EMEA","10714","4"
"3052","Meal","27","EMEA","10715","3"
"3053","Laundry","51","LATAM","10717","5"
"3054","Laundry","44","EMEA","10718","5"
"3055","Laundry","75","LATAM","10720","4"
"3056","Meal","27","EMEA","10725","4"
"3057","Laundry","63","EMEA","10726","4"
"3058","Meal","41","LATAM","10727","4"
"3059","Laundry","14","EMEA","10730","4"
"3060","Meal","13","EMEA","10731","4"
"3061","Laundry","27","EMEA","10732","4"
"3062","Meal","10","EMEA","10737","4"
"3063","Meal","62","EMEA","10740","5"
"3064","Meal","1","LATAM","10747","3"
"3065","Laundry","51","LATAM","10748","5"
"3066","Laundry","29","EMEA","10750","5"
"3067","Laundry","62","EMEA","10755","5"
"3068","Laundry","62","EMEA","10764","5"
"3069","Meal","1","LATAM","10778","4"
"3070","Laundry","37","LATAM","10779","4"
"3071","Laundry","27","EMEA","10780","4"
"3072","Meal","1","LATAM","10781","4"
"3073","Meal","26","LATAM","10783","5"
"3074","Meal","40","EMEA","10791","5"
"3075","Laundry","87","LATAM","10795","4"
"3076","Meal","7","EMEA","10808","4"
"3077","Meal","30","EMEA","10809","5"
"3078","Meal","27","EMEA","10811","4"
"3079","Meal","29","EMEA","10812","5"
"3080","Meal","23","EMEA","10814","4"
"3081","Meal","14","EMEA","10816","3"
"3082","Meal","14","EMEA","10818","4"
"3083","Meal","30","EMEA","10820","5"
"3084","Laundry","68","EMEA","10822","5"
"3085","Meal","34","EMEA","10823","5"
"3086","Meal","21","EMEA","10825","3"
"3087","Laundry","69","LATAM","10828","4"
"3088","Laundry","16","LATAM","10837","4"
"3089","Meal","14","EMEA","10845","4"
"3090","Meal","23","EMEA","10846","5"
"3091","Meal","26","LATAM","10849","4"
"3092","Laundry","64","LATAM","10850","3"
"3093","Meal","64","LATAM","10851","4"
"3094","Laundry","60","LATAM","10856","4"
"3095","Laundry","27","EMEA","10858","4"
"3096","Meal","11","EMEA","10867","3"
"3097","Meal","45","EMEA","10870","4"
"3098","Meal","70","LATAM","10885","4"
"3099","Meal","7","EMEA","10889","4"
"3100","Laundry","10","EMEA","10900","4"
"3101","Meal","26","LATAM","10903","5"
"3102","Laundry","47","EMEA","10909","3"
"3103","Meal","11","EMEA","10912","3"
"3104","Meal","26","LATAM","10913","5"
"3105","Laundry","98","EMEA","10914","5"
"3106","Meal","29","EMEA","10924","5"
"3107","Meal","70","LATAM","10926","5"
"3108","Laundry","79","EMEA","10937","5"
"3109","Laundry","27","EMEA","10940","4"
"3110","Laundry","29","EMEA","10944","4"
"3111","Meal","51","LATAM","10945","4"
"3112","Laundry","64","LATAM","10946","4"
"3113","Meal","13","EMEA","10948","4"
"3114","Meal","1","LATAM","10954","4"
"3115","Meal","13","EMEA","10956","5"
"3116","Laundry","51","LATAM","10962","5"
"3117","Meal","29","EMEA","10964","5"
"3118","Laundry","42","LATAM","10967","4"
"3119","Meal","75","LATAM","10970","4"
"3120","Meal","1","LATAM","10971","3"
"3121","Meal","13","EMEA","10973","5"
"3122","Laundry","45","EMEA","10976","4"
"3123","Laundry","57","LATAM","10977","4"
"3124","Laundry","75","LATAM","10979","3"
"3125","Meal","21","EMEA","10981","4"
"3126","Meal","11","EMEA","10986","4"
"3127","Laundry","66","EMEA","10987","5"
"3128","Laundry","72","LATAM","10990","4"
"3129","Laundry","57","LATAM","10992","3"
"3130","Laundry","34","EMEA","10998","5"
"3131","Meal","40","EMEA","11002","5"
"3132","Laundry","93","LATAM","11010","4"
"3133","Meal","7","EMEA","11011","4"
"3134","Laundry","74","EMEA","11015","5"
"3135","Laundry","69","LATAM","11024","5"
"3136","Laundry","68","EMEA","11031","5"
"3137","Meal","7","EMEA","11038","3"
"3138","Laundry","68","EMEA","11040","5"
"3139","Meal","26","LATAM","11042","5"
"3140","Laundry","70","LATAM","11044","4"
"3141","Laundry","66","EMEA","11045","5"
"3142","Meal","45","EMEA","11046","4"
"3143","Meal","47","EMEA","11051","4"
"3144","Laundry","11","EMEA","11055","4"
"3145","Meal","26","LATAM","11056","4"
"3146","Meal","21","EMEA","11057","4"
"3147","Meal","29","EMEA","11060","5"
"3148","Meal","10","EMEA","11061","4"
"3149","Meal","23","EMEA","11065","5"
"3150","Laundry","90","EMEA","11067","5"
"3151","Meal","44","EMEA","11068","5"
"3152","Meal","29","EMEA","11070","4"
"3153","Meal","11","EMEA","11074","4"
"3154","Laundry","62","EMEA","11075","4"
"3155","Laundry","68","EMEA","11078","5"
"3156","Meal","11","EMEA","11083","4"
"3157","Laundry","14","EMEA","11089","4"
"3158","Meal","7","EMEA","11093","4"
"3159","Laundry","75","LATAM","11097","4"
"3160","Meal","13","EMEA","11101","5"
"3161","Laundry","93","LATAM","11104","4"
"3162","Meal","82","EMEA","11107","5"
"3163","Meal","14","EMEA","11110","4"
"3164","Meal","75","LATAM","11113","4"
"3165","Laundry","68","EMEA","11121","4"
"3166","Laundry","83","EMEA","11125","4"
"3167","Meal","14","EMEA","11126","4"
"3168","Meal","72","LATAM","11129","4"
"3169","Laundry","45","EMEA","11132","4"
"3170","Laundry","51","LATAM","11137","5"
"3171","Meal","41","LATAM","11143","4"
"3172","Meal","23","EMEA","11144","5"
"3173","Laundry","92","EMEA","11145","4"
"3174","Meal","41","LATAM","11148","4"
"3175","Meal","13","EMEA","11150","5"
"3176","Meal","68","EMEA","11156","5"
"3177","Laundry","68","EMEA","11159","4"
"3178","Meal","16","LATAM","11166","4"
"3179","Meal","40","EMEA","11169","4"
"3180","Meal","72","LATAM","11171","5"
"3181","Laundry","27","EMEA","11178","4"
